MainBranch,Employment,Country,US_State,Age1stCode,YearsCode,YearsCodePro,OrgSize,CompFreq,OpSys,SOVisitFreq,SOAccount,SOPartFreq,Age,Gender,Trans,ConvertedCompYearly
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,9,1,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,66500
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,10,2,"1,000 to 4,999 employees",Weekly,Windows,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,60000
I am a developer by profession,Employed full-time,United States of America,New Jersey,11 - 17 years,11,5,"5,000 to 9,999 employees",Yearly,Windows,A few times per week,Not sure/can't remember,NA,25-34 years old,Man,No,192000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,41,34,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,A few times per month or weekly,45-54 years old,Man,No,175000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,6,2,100 to 499 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,75000
I am a developer by profession,Employed full-time,United States of America,Virginia,11 - 17 years,38,25,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,55-64 years old,Man,No,115000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Maryland,11 - 17 years,10,3,100 to 499 employees,Yearly,Windows,A few times per month or weekly,No,NA,25-34 years old,Man,No,85000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Arizona,11 - 17 years,6,6,"1,000 to 4,999 employees",Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,260000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Texas,55 - 64 years,18,17,"10,000 or more employees",Yearly,Other (please specify):,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,55-64 years old,Man,No,180000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Georgia,11 - 17 years,21,12,"10,000 or more employees",Weekly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,5050000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,25 - 34 years,46,44,"1,000 to 4,999 employees",Yearly,Windows,Multiple times per day,Yes,Multiple times per day,65 years or older,Man,No,140000
I am a developer by profession,Employed full-time,United States of America,Indiana,18 - 24 years,12,10,"5,000 to 9,999 employees",Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Woman,No,118000
I am a developer by profession,Employed full-time,United States of America,Georgia,11 - 17 years,21,16,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,Prefer not to say,475000
I am a developer by profession,Employed full-time,United States of America,Kentucky,5 - 10 years,15,10,2 to 9 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,152000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Utah,18 - 24 years,9,8,10 to 19 employees,Yearly,MacOS,Less than once per month or monthly,Not sure/can't remember,NA,25-34 years old,Man,No,120000
I am a developer by profession,Employed full-time,United States of America,Michigan,11 - 17 years,6,2,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,18-24 years old,Man,No,88000
I am a developer by profession,Employed full-time,United States of America,Tennessee,5 - 10 years,27,11,100 to 499 employees,Yearly,Linux-based,Multiple times per day,Yes,A few times per month or weekly,35-44 years old,Man,No,110000
I am a developer by profession,Employed full-time,United States of America,Minnesota,11 - 17 years,45,40,100 to 499 employees,Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,55-64 years old,Man,No,145000
I am a developer by profession,Employed full-time,United States of America,Minnesota,5 - 10 years,26,9,"5,000 to 9,999 employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,69700
I am a developer by profession,Employed full-time,United States of America,Arizona,11 - 17 years,23,18,"1,000 to 4,999 employees",Yearly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,115000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,4,1,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per week,18-24 years old,Man,No,73000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,17,10,10 to 19 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,20,12,2 to 9 employees,Yearly,Linux-based,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,95000
I am a developer by profession,Employed full-time,United States of America,California,18 - 24 years,10,5,"5,000 to 9,999 employees",Monthly,Linux-based,A few times per week,Not sure/can't remember,NA,25-34 years old,Man,No,1002000
I am a developer by profession,Employed full-time,United States of America,Florida,5 - 10 years,37,23,I don’t know,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,120000
I am a developer by profession,Employed full-time,United States of America,Kentucky,11 - 17 years,6,6,100 to 499 employees,Yearly,Linux-based,Less than once per month or monthly,Yes,Less than once per month or monthly,25-34 years old,Man,No,325000
I am a developer by profession,Employed full-time,United States of America,Texas,18 - 24 years,18,14,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,Yes,Daily or almost daily,35-44 years old,Man,No,180000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,16,10,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,125000
I am a developer by profession,Employed full-time,United States of America,Michigan,11 - 17 years,13,8,500 to 999 employees,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,138000
I am a developer by profession,Employed full-time,United States of America,Virginia,25 - 34 years,20,15,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,160000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Massachusetts,25 - 34 years,20,10,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,330000
I am a developer by profession,Employed full-time,United States of America,NA,18 - 24 years,5,1,10 to 19 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,100000
I am a developer by profession,Employed full-time,United States of America,Georgia,25 - 34 years,8,5,"5,000 to 9,999 employees",Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,125000
I am a developer by profession,Employed full-time,United States of America,Colorado,18 - 24 years,4,3,500 to 999 employees,Yearly,Linux-based,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,90000
I am a developer by profession,Employed full-time,United States of America,District of Columbia,18 - 24 years,5,4,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Woman,No,116100
I am a developer by profession,Employed full-time,United States of America,Massachusetts,11 - 17 years,14,4,20 to 99 employees,Yearly,Linux-based,Daily or almost daily,No,NA,25-34 years old,Man,No,80000
I am a developer by profession,Employed full-time,United States of America,Kentucky,11 - 17 years,22,12,"5,000 to 9,999 employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,116000
I am a developer by profession,Employed full-time,United States of America,Georgia,5 - 10 years,10,4,"10,000 or more employees",Yearly,Linux-based,Multiple times per day,No,NA,25-34 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Georgia,18 - 24 years,8,3,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,No,NA,25-34 years old,Man,No,46000
I am a developer by profession,Employed full-time,United States of America,Washington,18 - 24 years,4,1,"5,000 to 9,999 employees",Weekly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,No,6500000
I am a developer by profession,Employed full-time,United States of America,Texas,18 - 24 years,5,2,"10,000 or more employees",Yearly,MacOS,A few times per week,No,NA,18-24 years old,Man,No,164500
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,North Carolina,18 - 24 years,4,1,10 to 19 employees,Yearly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,85000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Maryland,11 - 17 years,10,7,"10,000 or more employees",Monthly,Windows,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,960000
I am a developer by profession,Employed full-time,United States of America,New Jersey,18 - 24 years,5,4,20 to 99 employees,Weekly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,4000000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Georgia,11 - 17 years,14,12,100 to 499 employees,Yearly,Windows,Less than once per month or monthly,Yes,Less than once per month or monthly,25-34 years old,Man,No,160000
